diseaseId	name	vocabulary	code	vocabularyName
C3151467	Apolipoprotein C-III Deficiency	OMIM	614028	HALP2
C3279660	DEAFNESS, AUTOSOMAL RECESSIVE 29	OMIM	614035	DFNB29
C3279661	alpha-2-Macroglobulin Deficiency	OMIM	614036	A2MD
C3279662	Leukotriene C4 Synthase Deficiency	OMIM	614037	LTC4 SYNTHASE DEFICIENCY
C3279664	Emberger syndrome	OMIM	614038	EMBERGER SYNDROME
C3808397	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 1	OMIM	614039	CDCBM1
C3279690	MOYAMOYA DISEASE 5	OMIM	614042	MYMY5
C3279693	ATRIAL FIBRILLATION, FAMILIAL, 11	OMIM	614049	ATFB11
C3279695	ATRIAL FIBRILLATION, FAMILIAL, 12	OMIM	614050	ATFB12
C3279699	Encephalocardiomyopathy, Mitochondrial, Neonatal, Due To Atp Synthase Deficiency	OMIM	614052	MC5DN2
C3279708	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 3	OMIM	614053	MC5DN3
C3279716	N-ACETYLASPARTATE DEFICIENCY	OMIM	614063	NACED
C3279722	MYOPATHY, DISTAL, 4	OMIM	614065	MPD4
C3279738	SPASTIC PARAPLEGIA 47, AUTOSOMAL RECESSIVE	OMIM	614066	SPG47
C3279743	SPASTIC PARAPLEGIA 52, AUTOSOMAL RECESSIVE	OMIM	614067	SPG52
C3279748	IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 2	OMIM	614069	ICF2
C3279754	PSORIASIS 13, SUSCEPTIBILITY TO	OMIM	614070	PSORS13
C3888001	HERMANSKY-PUDLAK SYNDROME 3	OMIM	614072	HPS3
C3484357	HERMANSKY-PUDLAK SYNDROME 4	OMIM	614073	HPS4
C3888004	HERMANSKY-PUDLAK SYNDROME 5	OMIM	614074	HPS5
C3888007	HERMANSKY-PUDLAK SYNDROME 6	OMIM	614075	HPS6
C3279756	HERMANSKY-PUDLAK SYNDROME 7	OMIM	614076	HPS7
C3888026	HERMANSKY-PUDLAK SYNDROME 8	OMIM	614077	HPS8
C3279757	CHONDRODYSPLASIA WITH JOINT DISLOCATIONS, GPAPP TYPE	OMIM	614078	GPAPP DEFICIENCY
C3279774	ASPERGILLOSIS, SUSCEPTIBILITY TO	OMIM	614079	ASPERGILLOSIS, SUSCEPTIBILITY TO
C3279775	MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 1	OMIM	614080	MCAHS1
C3279786	ANHAPTOGLOBINEMIA	OMIM	614081	AHP
C3469527	fanconi anemia complementation group g	OMIM	614082	FANCG
C3469528	FANCONI ANEMIA, COMPLEMENTATION GROUP L	OMIM	614083	FANCL
C3279790	Atrial Septal Defect 3	OMIM	614089	ASD3
C3279791	SICK SINUS SYNDROME 3, SUSCEPTIBILITY TO	OMIM	614090	SSS3
C3279792	SHORT-RIB THORACIC DYSPLASIA 7 WITH OR WITHOUT POLYDACTYLY	OMIM	614091	SRPS5
C3279793	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 8	OMIM	614096	COXPD8
C0268419	Acatalasia	OMIM	614097	ACATALASIA
C3279800	KEPPEN-LUBINSKY SYNDROME	OMIM	614098	KPLBS
C3279807	CRANIOECTODERMAL DYSPLASIA 3	OMIM	614099	CED3
C3279824	Kappa-Chain Deficiency	OMIM	614102	IGKCD
C3279839	MENTAL RETARDATION, AUTOSOMAL DOMINANT 7	OMIM	614104	MRD7
C3279840	Methylmalonate Semialdehyde Dehydrogenase Deficiency	OMIM	614105	MMSDHD
C3279841	Pyruvate Dehydrogenase E1-Beta Deficiency	OMIM	614111	PDHBD
C3279843	MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 2	OMIM	614114	MVA2
C3279875	CORTICAL MALFORMATIONS, OCCIPITAL	OMIM	614115	OCCM
C3279885	Hereditary Sensory and Autonomic Neuropathy Type Ie	OMIM	614116	HSN1E
C3279899	Hydrolethalus Syndrome 2	OMIM	614120	HLS2
C3279902	CHITOTRIOSIDASE DEFICIENCY	OMIM	614122	CHITD
C3279904	Lactate Dehydrogenase B Deficiency	OMIM	614128	LDHBD
C3808414	PERRAULT SYNDROME 3	OMIM	614129	DFNB81, FORMERLY
C3279905	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 6	OMIM	614131	FSGS6
C3279941	STICKLER SYNDROME, TYPE IV	OMIM	614134	STL4
C2675767	EPIPHYSEAL DYSPLASIA, MULTIPLE, 6	OMIM	614135	EDM6
C3279947	NAIL DISORDER, NONSYNDROMIC CONGENITAL, 9	OMIM	614149	NDNC9
C3279948	DEAFNESS, AUTOSOMAL DOMINANT 64	OMIM	614152	DFNA64
C3472711	Spinocerebellar ataxia 36	OMIM	614153	SCA36
C3279964	HYPERBILIVERDINEMIA	OMIM	614156	HBLVD
C3279974	NAIL DISORDER, NONSYNDROMIC CONGENITAL, 10	OMIM	614157	NDNC10
C0398635	Thromboxane synthetase deficiency	OMIM	614158	BDPLT14
C0236033	Muscle hypertrophy	OMIM	614160	MSLHP
C3279990	CANDIDIASIS, FAMILIAL, 7	OMIM	614162	CANDF7
C3279992	PARAGANGLIOMAS 5	OMIM	614165	PGL5
C3279997	MYOPIA 21, AUTOSOMAL DOMINANT	OMIM	614167	MYP21
C3280011	BRITTLE CORNEA SYNDROME 2	OMIM	614170	BCS2
C3280026	HERMANSKY-PUDLAK SYNDROME 9	OMIM	614171	HPS9
C3280030	IMMUNODEFICIENCY 21	OMIM	614172	DCML
C3280031	JOUBERT SYNDROME 13	OMIM	614173	JBTS13
C3280036	MECKEL SYNDROME, TYPE 10	OMIM	614175	MKS10
C3280041	RETINITIS PIGMENTOSA 61	OMIM	614180	RP61
C3280042	RETINITIS PIGMENTOSA 62	OMIM	614181	RP62
C3280054	GELEOPHYSIC DYSPLASIA 2	OMIM	614185	GPHYSD2
C3280062	LEBER CONGENITAL AMAUROSIS 16	OMIM	614186	LCA16
C3280073	CRANIOSYNOSTOSIS AND DENTAL ANOMALIES	OMIM	614188	CRSDA
C3280094	PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 3	OMIM	614190	PPNAD3
C3280095	MACROCEPHALY, MACROSOMIA, AND FACIAL DYSMORPHISM SYNDROME	OMIM	614192	MMFD
C3280096	TRANSFERRIN SERUM LEVEL QUANTITATIVE TRAIT LOCUS 2	OMIM	614193	TFQTL2
C3280099	CRANIOFACIAL ANOMALIES AND ANTERIOR SEGMENT DYSGENESIS SYNDROME	OMIM	614195	CAASDS
C3280112	MYASTHENIC SYNDROME, CONGENITAL, 16	OMIM	614198	CMS16
C3280113	NEPHROTIC SYNDROME, TYPE 5, WITH OR WITHOUT OCULAR ABNORMALITIES	OMIM	614199	NPHS5
C3280120	BLEEDING DISORDER, PLATELET-TYPE, 11	OMIM	614201	BDPLT11
C3280127	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 15	OMIM	614202	MRT15
C3280133	PARKINSON DISEASE 17	OMIM	614203	PARK17
C0343055	Generalized pustular psoriasis	OMIM	614204	DITRA
C0392439	Acrodermatitis continua of Hallopeau	OMIM	614204	DITRA
C3280153	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 17	OMIM	614207	HPMRS3
C3280155	MECKEL SYNDROME, TYPE 9	OMIM	614209	MKS9
C3280182	ADAMS-OLIVER SYNDROME 2	OMIM	614219	AOS2
C3280203	WARBURG MICRO SYNDROME 3	OMIM	614222	WARBM3
C3280205	RETINAL ARTERIAL MACROANEURYSM WITH SUPRAVALVULAR PULMONIC STENOSIS	OMIM	614224	RAMSVPS
C3280214	WARBURG MICRO SYNDROME 2	OMIM	614225	WARBM2
C3280215	HOLOPROSENCEPHALY 11	OMIM	614226	HPE11
C3280220	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2O	OMIM	614228	CMT2O
C3280226	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 11	OMIM	614229	SCAR11
C3280240	MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME	OMIM	614231	MEDS
C2681535	HYPERPIGMENTATION, FAMILIAL PROGRESSIVE, 1	OMIM	614233	FPH1
C3280265	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 18	OMIM	614249	MRT18
C3280266	NARCOLEPSY 7	OMIM	614250	NRCLP7
C3280271	PARKINSON DISEASE 18	OMIM	614251	PARK18
C3280282	MENTAL RETARDATION, AUTOSOMAL DOMINANT 8	OMIM	614254	MRD8
C3280283	MENTAL RETARDATION, AUTOSOMAL DOMINANT 9	OMIM	614255	MRD9
C3280284	MENTAL RETARDATION, AUTOSOMAL DOMINANT 10	OMIM	614256	MRD10
C3280285	MENTAL RETARDATION, AUTOSOMAL DOMINANT 11	OMIM	614257	MRD11
C3280296	Microcephaly-capillary malformation syndrome	OMIM	614261	MICCAP
C3280309	ARTHROGRYPOSIS, PERTHES DISEASE, AND UPWARD GAZE PALSY	OMIM	614262	APUG
C3280314	Combined Malonic and Methylmalonic Aciduria	OMIM	614265	CMAMMA
C0004763	Barrett Esophagus	OMIM	614266	ADENOCARCINOMA OF ESOPHAGUS
C0279628	Adenocarcinoma Of Esophagus	OMIM	614266	ADENOCARCINOMA OF ESOPHAGUS
C3280315	Platelet-Activating Factor Acetylhydrolase Deficiency	OMIM	614278	PAFAD
C1839840	MALE PSEUDOHERMAPHRODITISM: DEFICIENCY OF TESTICULAR 17,20-DESMOLASE	OMIM	614279	TDD
C3280342	STICKLER SYNDROME, TYPE V	OMIM	614284	STL5
C3463824	MYELODYSPLASTIC SYNDROME	OMIM	614286	MDS
C3280345	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 4	OMIM	614291	BROVCA4
C3280346	MYOPIA, HIGH, WITH CATARACT AND VITREORETINAL DEGENERATION	OMIM	614292	MCVD
C3280358	Wolfram-Like Syndrome, Autosomal Dominant	OMIM	614296	WFSL
C3280371	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 4	OMIM	614298	NBIA4
C3280378	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 2 WITH HYPERGLYCINEMIA	OMIM	614299	MMDS2
C3280381	HYPERMETHIONINEMIA DUE TO ADENOSINE KINASE DEFICIENCY	OMIM	614300	HYPERMETHIONINEMIA DUE TO ADENOSINE KINASE DEFICIENCY
C3553060	EMERY-DREIFUSS MUSCULAR DYSTROPHY 7, AUTOSOMAL DOMINANT	OMIM	614302	EDMD7
C3280392	EDICT SYNDROME	OMIM	614303	EDICT
C3280402	SCLEROSTEOSIS 2	OMIM	614305	SOST2
C3280415	COGNITIVE IMPAIRMENT WITH OR WITHOUT CEREBELLAR ATAXIA	OMIM	614306	CIAT
C3280428	Alpha-Methylacyl-CoA Racemase Deficiency	OMIM	614307	AMACRD
C3280442	PANCREATIC CANCER, SUSCEPTIBILITY TO, 4	OMIM	614320	PNCA4
C3280443	MYOPATHY, DISTAL, TATEYAMA TYPE	OMIM	614321	MPDT
C3280452	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 12	OMIM	614322	SCAR12
C3280479	PITT-HOPKINS-LIKE SYNDROME 2	OMIM	614325	PTHSL2
C3280489	FEINGOLD SYNDROME 2	OMIM	614326	FGLDS2
C3280492	TUMOR PREDISPOSITION SYNDROME	OMIM	614327	TPDS
C3280501	INFLAMMATORY SKIN AND BOWEL DISEASE, NEONATAL, 1	OMIM	614328	NISBD1
C1860896	COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 6	OMIM	614331	HNPCC6
C3280526	ARTHROGRYPOSIS, DISTAL, TYPE 1B	OMIM	614335	DA1B
C1838333	COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 4	OMIM	614337	HNPCC4
C0268241	Pancreatic colipase deficiency	OMIM	614338	PANCREATIC COLIPASE DEFICIENCY
C3280538	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 27	OMIM	614340	MRT27
C1833477	COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 5	OMIM	614350	HNPCC5
C3280556	PERIPHERAL NEUROPATHY, MYOPATHY, HOARSENESS, AND HEARING LOSS	OMIM	614369	PNMHH
C3280574	SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 5	OMIM	614370	SMDP5
C3280586	Mannose-Binding Protein Deficiency	OMIM	614372	MBL DEFICIENCY
C3280587	AMYOTROPHIC LATERAL SCLEROSIS 16, JUVENILE	OMIM	614373	ALS16
C3280598	SHORT-RIB THORACIC DYSPLASIA 5 WITH OR WITHOUT POLYDACTYLY	OMIM	614376	ATD5
C3280612	NEPHRONOPHTHISIS 13	OMIM	614377	NPHP13
C3280616	CRANIOECTODERMAL DYSPLASIA 4	OMIM	614378	CED4
C3280641	COMPLEMENT COMPONENT 4B DEFICIENCY	OMIM	614379	C4BD
C3280642	Complement Component 4a Deficiency	OMIM	614380	C4AD
C3280644	LEUKODYSTROPHY, HYPOMYELINATING, 8, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM	OMIM	614381	HLD8
C3280647	BACTEREMIA, SUSCEPTIBILITY TO, 2	OMIM	614383	BACTS2
C1858380	COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 7 (disorder)	OMIM	614385	HNPCC7
C3280660	ENCEPHALOPATHY, LETHAL, DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION	OMIM	614388	EMPF
C3280672	PREGNANCY LOSS, RECURRENT, SUSCEPTIBILITY TO, 2	OMIM	614390	RPRGL2
C3280679	MYOPATHY, AREFLEXIA, RESPIRATORY DISTRESS, AND DYSPHAGIA, EARLY-ONSET	OMIM	614399	EMARDD
C3541476	MYOPATHY, AREFLEXIA, RESPIRATORY DISTRESS, AND DYSPHAGIA, EARLY-ONSET, MILD VARIANT	OMIM	614399	EMARDD
C3280689	GLUCOCORTICOID THERAPY, RESPONSE TO	OMIM	614400	GCTR
C3280690	ACCELERATED TUMOR FORMATION, SUSCEPTIBILITY TO	OMIM	614401	ACTFS
C3553077	MICROPHTHALMIA, SYNDROMIC 11	OMIM	614402	MCOPS11
C3280703	MYOPATHY, CENTRONUCLEAR, 3	OMIM	614408	CNM3
C2828721	SPASTIC PARAPLEGIA 46, AUTOSOMAL RECESSIVE	OMIM	614409	SPG46
C3280715	GLYCEROL QUANTITATIVE TRAIT LOCUS	OMIM	614411	GLYCQTL
C3280721	CHILBLAIN LUPUS 2	OMIM	614415	CHBL2
C3280729	RADIOHUMERAL FUSIONS WITH OTHER SKELETAL AND CRANIOFACIAL ANOMALIES	OMIM	614416	RHFCA
C3280730	EPILEPSY, FAMILIAL TEMPORAL LOBE, 5	OMIM	614417	ETL5
C3280734	FEBRILE SEIZURES, FAMILIAL, 11	OMIM	614418	FEB11
C3280742	SYSTEMIC LUPUS ERYTHEMATOSUS 16	OMIM	614420	SLEB16
C3280766	JOUBERT SYNDROME 14	OMIM	614424	JBTS14
C3280777	VENTRICULAR SEPTAL DEFECT 1	OMIM	614429	VSD1
C3280781	ATRIOVENTRICULAR SEPTAL DEFECT 4	OMIM	614430	AVSD4
C3280785	VENTRICULAR SEPTAL DEFECT 3	OMIM	614432	VSD3
C3280795	HYPOPLASTIC LEFT HEART SYNDROME 2	OMIM	614435	HLHS2
C3280797	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2P	OMIM	614436	CMT2P
C3280798	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IB	OMIM	614437	ARCL1B
C3280799	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIIB	OMIM	614438	ARCL3B
C3280800	HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL RECESSIVE, 2	OMIM	614441	PHOAR2
C3280817	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 6	OMIM	614450	CHNG6
C3280845	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE E	OMIM	614455	CMTDIE
C3152204	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 8	OMIM	614456	CMM8
C3280856	ICHTHYOSIS, SPASTIC QUADRIPLEGIA, AND MENTAL RETARDATION	OMIM	614457	ISQMR
C3280866	THIAMINE METABOLISM DYSFUNCTION SYNDROME 5 (EPISODIC ENCEPHALOPATHY TYPE)	OMIM	614458	THMD5
C3280887	HYPERGLYCINEMIA, LACTIC ACIDOSIS, AND SEIZURES	OMIM	614462	PDHLD
C3280898	JOUBERT SYNDROME 9/15, DIGENIC	OMIM	614464	JOUBERT SYNDROME 9/15, DIGENIC
C3280899	JOUBERT SYNDROME 12/15, DIGENIC	OMIM	614464	JOUBERT SYNDROME 9/15, DIGENIC
C3280906	JOUBERT SYNDROME 16	OMIM	614465	JBTS16
C3280914	FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 3	OMIM	614468	FACU
C2674723	RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERATIVE DISORDER	OMIM	614470	RALD
C3276161	ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 2	OMIM	614473	GACI2
C3280939	ATRIOVENTRICULAR SEPTAL DEFECT 5	OMIM	614474	AVSD5
C3280943	ATRIAL SEPTAL DEFECT 9	OMIM	614475	ASD9
C3280953	HYPERTRIGLYCERIDEMIA, TRANSIENT INFANTILE	OMIM	614480	HTGTI
C3280965	CONGENITAL CATARACTS, HEARING LOSS, AND NEURODEGENERATION	OMIM	614482	CCHLND
C3280970	PORENCEPHALY 2	OMIM	614483	POREN2
C3280974	TRIGONOCEPHALY 2	OMIM	614485	TRIGNO2
C3280976	Thrombophilia due to Thrombomodulin Defect	OMIM	614486	THPH12
C3280977	SPASTIC ATAXIA 5, AUTOSOMAL RECESSIVE	OMIM	614487	SPAX5
C3280986	BLOOD GROUP, JUNIOR SYSTEM	OMIM	614490	JR
C1840390	Pseudohypoaldosteronism, Type IIb	OMIM	614491	PHA2B
C1840391	Pseudohypoaldosteronism, Type IIc	OMIM	614492	PHA2C
C3281001	WISKOTT-ALDRICH SYNDROME 2	OMIM	614493	WAS2
C3469605	PSEUDOHYPOALDOSTERONISM, TYPE IID	OMIM	614495	PHA2D
C3469606	PSEUDOHYPOALDOSTERONISM, TYPE IIE	OMIM	614496	PHA2E
C3281027	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 7	OMIM	614497	MCOPCB7
C3281029	RIGIDITY AND MULTIFOCAL SEIZURE SYNDROME, LETHAL NEONATAL	OMIM	614498	RMFSL
C3281044	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 34	OMIM	614499	MRT34
C3281045	CONE-ROD DYSTROPHY 16	OMIM	614500	CORD16
C3281046	RETINITIS PIGMENTOSA 64	OMIM	614500	CORD16
C4049066	CONE-ROD DYSTROPHY 21	OMIM	614500	CORD16
C3281055	PSYCHOMOTOR RETARDATION, EPILEPSY, AND CRANIOFACIAL DYSMORPHISM	OMIM	614501	PMRED
C3281066	USHER SYNDROME, TYPE IIIB	OMIM	614504	USH3B
C3281084	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ir	OMIM	614507	CDG1R
C3281089	MIRROR MOVEMENTS 2	OMIM	614508	MRMV2
C3281092	THROMBOPHILIA DUE TO PROTEIN S DEFICIENCY, AUTOSOMAL RECESSIVE	OMIM	614514	THPH6
C3281105	HEMORRHAGE, INTRACEREBRAL, SUSCEPTIBILITY TO	OMIM	614519	ICH
C3281125	THROMBOCYTHEMIA 3	OMIM	614521	THCYT3
C3281138	CHROMOSOME 17q12 DELETION SYNDROME	OMIM	614527	CHROMOSOME 17q12 DELETION SYNDROME
C3281153	EFAVIRENZ, POOR METABOLISM OF	OMIM	614546	EFAVIRENZ, POOR METABOLISM OF
C3281160	EHLERS-DANLOS SYNDROME WITH PROGRESSIVE KYPHOSCOLIOSIS, MYOPATHY, AND HEARING LOSS	OMIM	614557	EDSKMH
C3281191	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 13	OMIM	614558	EIEE13
C3281192	INFANTILE CEREBELLAR-RETINAL DEGENERATION	OMIM	614559	ICRD
C3281200	LEUKOENCEPHALOPATHY, BRAIN CALCIFICATIONS, AND CYSTS	OMIM	614561	LCC
C3281201	MENTAL RETARDATION, AUTOSOMAL DOMINANT 12	OMIM	614562	MRD12
C3281202	MENTAL RETARDATION, AUTOSOMAL DOMINANT 13	OMIM	614563	MRD13
C3281203	CUTANEOUS TELANGIECTASIA AND CANCER SYNDROME, FAMILIAL	OMIM	614564	FCTCS
C3281215	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1E	OMIM	614565	CSNB1E
C0024454	Maffucci Syndrome	OMIM	614569	MAFFUCCI SYNDROME
C3553230	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIl	OMIM	614576	CDGIIl
C3281234	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 9	OMIM	614582	COXPD9
C3281235	BARAITSER-WINTER SYNDROME 2	OMIM	614583	BRWS2
C3281236	DYSTONIA 21	OMIM	614588	DYT21
C3281247	BENT BONE DYSPLASIA SYNDROME	OMIM	614592	BBDS
C2609071	Olmsted syndrome	OMIM	614594	OLMS
C3281288	PREECLAMPSIA/ECLAMPSIA 5	OMIM	614595	PEE5
C3281289	TRICHOHEPATOENTERIC SYNDROME 2	OMIM	614602	THES2
C3553247	MENTAL RETARDATION, AUTOSOMAL DOMINANT 14	OMIM	614607	MRD14
C3553248	MENTAL RETARDATION, AUTOSOMAL DOMINANT 15	OMIM	614608	MRD15
C3553249	MENTAL RETARDATION, AUTOSOMAL DOMINANT 16	OMIM	614609	MRD16
C3553250	ACRODYSOSTOSIS 2 WITH OR WITHOUT HORMONE RESISTANCE	OMIM	614613	ACRDYS2
C3281297	DEAFNESS, AUTOSOMAL DOMINANT 4B	OMIM	614614	DFNA4B
C3553264	JOUBERT SYNDROME 17	OMIM	614615	JBTS17
C3553270	DIARRHEA 6	OMIM	614616	DIAR6
C2829265	DEAFNESS, AUTOSOMAL RECESSIVE 86	OMIM	614617	DFNB86
C3553288	HYPEREKPLEXIA 3	OMIM	614618	HKPX3
C3553291	HYPEREKPLEXIA 2	OMIM	614619	HKPX2
C3553298	UV-SENSITIVE SYNDROME 2	OMIM	614621	UVSS2
C3553328	UV-SENSITIVE SYNDROME 3	OMIM	614640	UVSS3
C3553330	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 7	OMIM	614643	MDDGA7
C3553349	COENZYME Q10 DEFICIENCY, PRIMARY, 6	OMIM	614650	COQ10D6
C3553354	COENZYME Q10 DEFICIENCY, PRIMARY, 2	OMIM	614651	COQ10D2
C3553358	COENZYME Q10 DEFICIENCY, PRIMARY, 3	OMIM	614652	COQ10D3
C3539003	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VI	OMIM	614653	HSAN6
C3553374	COENZYME Q10 DEFICIENCY, PRIMARY, 5	OMIM	614654	COQ10D5
C3553382	CORTISONE REDUCTASE DEFICIENCY 2	OMIM	614662	CORTRD2
C2939175	Meconium ileus	OMIM	614665	MECONIUM ILEUS
C3553404	AURICULOCONDYLAR SYNDROME 2	OMIM	614669	ARCND2
C3553409	CARDIOMYOPATHY, DILATED, 2B	OMIM	614672	CMD2B
C3553414	MICROCEPHALY 8, PRIMARY, AUTOSOMAL RECESSIVE	OMIM	614673	MCPH8
C3553418	PERIODIC FEVER, MENSTRUAL CYCLE-DEPENDENT	OMIM	614674	PERIODIC FEVER, MENSTRUAL CYCLE-DEPENDENT
C3808553	BONE MARROW FAILURE SYNDROME 1	OMIM	614675	BMFS1
C3553449	PONTOCEREBELLAR HYPOPLASIA, TYPE 1B	OMIM	614678	PCH1B
C3542550	CILIARY DYSKINESIA, PRIMARY, 17	OMIM	614679	CILD17
C3553493	SOLUBLE INTERLEUKIN-6 RECEPTOR, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS	OMIM	614689	SOLUBLE IL6R, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS
C3553494	CATARACT 38	OMIM	614691	CATC5
C1836076	Amyotrophic Lateral Sclerosis, Chmp2B-Related	OMIM	614696	ALS17
C3542922	IMMUNODEFICIENCY, COMMON VARIABLE, 7	OMIM	614699	CVID7
C3553512	IMMUNODEFICIENCY, COMMON VARIABLE, 8, WITH AUTOIMMUNITY	OMIM	614700	CVID8
C3553517	CORNELIA DE LANGE SYNDROME 4	OMIM	614701	CDLS4
C3553529	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 10	OMIM	614702	COXPD10
C3539123	CEROID LIPOFUSCINOSIS, NEURONAL, 11	OMIM	614706	CLN11
C3553538	BROWN-VIALETTO-VAN LAERE SYNDROME 2	OMIM	614707	BVVLS2
C3553549	POROKERATOSIS 7, MULTIPLE TYPES	OMIM	614714	POROK7
C0268120	Adenine phosphoribosyltransferase deficiency	OMIM	614723	APRTD
C3665382	2,8-Dihydroxyadenine Urolithiasis	OMIM	614723	APRTD
C3553571	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIk	OMIM	614727	CDGIIk
C3553582	SECKEL SYNDROME 6	OMIM	614728	SCKL6
C3539120	PROSTATE CANCER, HEREDITARY, 2	OMIM	614731	HPC2
C1846009	Intrauterine Growth Retardation, Metaphyseal Dysplasia, Adrenal Hypoplasia Congenita, And Genital Anomalies	OMIM	614732	IMAGE SYNDROME
C3553587	GLUCOCORTICOID DEFICIENCY 4	OMIM	614736	GCCD4
C3553597	3-METHYLGLUTACONIC ACIDURIA WITH DEAFNESS, ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME	OMIM	614739	MEGDEL
C3553606	BASAL CELL CARCINOMA, SUSCEPTIBILITY TO, 7	OMIM	614740	BCC7
C3553607	MITOCHONDRIAL PYRUVATE CARRIER DEFICIENCY	OMIM	614741	MPYCD
C3553617	PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 1	OMIM	614742	PFBMFT1
C3553622	PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 2	OMIM	614743	PFBMFT2
C3553625	FACIAL PARESIS, HEREDITARY CONGENITAL, 3	OMIM	614744	HCFP3
C3553633	BLOOD GROUP, JOHN MILTON HAGEN SYSTEM	OMIM	614745	JOHN MILTON HAGEN BLOOD GROUP SYSTEM
C3553636	INTERSTITIAL LUNG DISEASE, NEPHROTIC SYNDROME, AND EPIDERMOLYSIS BULLOSA, CONGENITAL	OMIM	614748	ILNEB
C3553637	HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 2	OMIM	614749	HPMRS2
C3553645	MYASTHENIC SYNDROME, CONGENITAL, 13	OMIM	614750	CMSTA2
C3553656	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VB	OMIM	614751	DSMAVB
C3540094	INTERLEUKIN 6, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS	OMIM	614752	IL6, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS
C3553660	SOTOS SYNDROME 2	OMIM	614753	SOTOS2
C3553661	CEREBELLAR ATAXIA, NONPROGRESSIVE, WITH MENTAL RETARDATION	OMIM	614756	CANPMR
C3553676	HETEROTAXY, VISCERAL, 6, AUTOSOMAL	OMIM	614779	HTX6
C3539195	TREMOR, HEREDITARY ESSENTIAL, 4	OMIM	614782	ETM4
C3541319	SHORT STATURE, OPTIC NERVE ATROPHY, AND PELGER-HUET ANOMALY	OMIM	614800	SOPH
